Table Name,State Code,Distt. Code,Area Name,Total/ Rural/ Urban,Age-group,Total Persons,Total Males,Total Females,Illiterate - Persons,Illiterate - Males,Illiterate - Females,Literate - Persons,Literate - Males,Literate - Females,Educational level - Literate without educational level - Persons,Educational level - Literate without educational level - Males,Educational level - Literate without educational level - Females,Educational level - Below Primary - Persons,Educational level - Below Primary - Males,Educational level - Below Primary - Females,Educational level - Primary - Persons,Educational level - Primary - Males,Educational level - Primary - Females,Educational level - Middle - Persons,Educational level - Middle - Males,Educational level - Middle - Females,Educational level - Matric/Secondary - Persons,Educational level - Matric/Secondary - Males,Educational level - Matric/Secondary - Females,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Persons,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Males,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Females,Educational level - Non-technical diploma or certificate not equal to degree - Persons,Educational level - Non-technical diploma or certificate not equal to degree - Males,Educational level - Non-technical diploma or certificate not equal to degree - Females,Educational level - Technical diploma or certificate not equal to degree - Persons,Educational level - Technical diploma or certificate not equal to degree - Males,Educational level - Technical diploma or certificate not equal to degree - Females,Educational level - Graduate & above - Persons,Educational level - Graduate & above - Males,Educational level - Graduate & above - Females,Educational level - Unclassified - Persons,Educational level - Unclassified - Males,Educational level - Unclassified - Females
C2508SC,03,000,State - PUNJAB,Rural,25-29,540420,276672,263748,160415,68297,92118,380005,208375,171630,13752,7387,6365,11990,7269,4721,106818,57732,49086,82162,46273,35889,90751,48989,41762,52702,30546,22156,158,73,85,2863,1726,1137,18095,7995,10100,714,385,329
C2508SC,03,000,State - PUNJAB,Rural,30-34,458747,232270,226477,185575,75731,109844,273172,156539,116633,11038,5815,5223,10603,6027,4576,80934,42292,38642,55881,32909,22972,68971,41242,27729,33241,21259,11982,103,50,53,1618,1102,516,10039,5465,4574,744,378,366
C2508SC,03,000,State - PUNJAB,Rural,35-39,432367,219145,213222,209880,86916,122964,222487,132229,90258,10183,5325,4858,10262,6002,4260,73375,38102,35273,43203,25931,17272,57589,37588,20001,19934,14313,5621,107,42,65,1164,850,314,6018,3705,2313,652,371,281
C2508SC,03,000,State - PUNJAB,Rural,40-44,381872,196402,185470,208318,88191,120127,173554,108211,65343,8926,4814,4112,9127,5359,3768,65290,34910,30380,32069,20543,11526,42696,30827,11869,8793,6866,1927,132,50,82,827,616,211,5050,3864,1186,644,362,282
C2508SC,03,000,State - PUNJAB,Rural,45-49,312858,163556,149302,186564,78986,107578,126294,84570,41724,7154,3988,3166,7090,4362,2728,49642,27869,21773,24225,17593,6632,29177,23435,5742,3940,3301,639,131,61,70,752,591,161,3646,3081,565,537,289,248
C2508SC,03,000,State - PUNJAB,Rural,50-54,231369,125621,105748,150423,68194,82229,80946,57427,23519,5486,3055,2431,5204,3453,1751,32808,19629,13179,15155,12023,3132,16628,14466,2162,2188,1932,256,114,63,51,664,502,162,2240,2050,190,459,254,205
C2508SC,03,000,State - PUNJAB,Rural,55-59,170903,82831,88072,116217,42914,73303,54686,39917,14769,4070,2176,1894,3718,2427,1291,21212,13009,8203,10083,8354,1729,11330,10250,1080,1410,1295,115,71,59,12,551,421,130,1877,1741,136,364,185,179
C2508SC,03,000,State - PUNJAB,Rural,60-64,216818,100100,116718,169099,64431,104668,47719,35669,12050,4874,2448,2426,3971,2730,1241,18768,12528,6240,8163,7040,1123,9012,8432,580,929,863,66,40,32,8,424,348,76,1083,1025,58,455,223,232
C2508SC,03,000,State - PUNJAB,Rural,65-69,167099,87581,79518,133231,59905,73326,33868,27676,6192,3980,2301,1679,2873,2289,584,12319,9778,2541,6153,5504,649,6547,6142,405,621,531,90,25,21,4,430,398,32,519,496,23,401,216,185
C2508SC,03,000,State - PUNJAB,Rural,70-74,112423,61995,50428,94786,47210,47576,17637,14785,2852,2734,1615,1119,1748,1513,235,5837,4930,907,2904,2678,226,3298,3153,145,364,295,69,14,12,2,214,206,8,240,220,20,284,163,121
C2508SC,03,000,State - PUNJAB,Rural,75-79,48989,24970,24019,42208,19454,22754,6781,5516,1265,1274,714,560,842,721,121,2198,1855,343,996,912,84,1124,1051,73,94,86,8,7,6,1,46,43,3,73,59,14,127,69,58
C2508SC,03,000,State - PUNJAB,Rural,80+,77225,38718,38507,66384,30920,35464,10841,7798,3043,2200,1262,938,1249,1039,210,3684,2828,856,1511,1113,398,1397,1069,328,362,224,138,9,8,1,39,32,7,147,87,60,243,136,107
C2508SC,03,000,State - PUNJAB,Rural,Age not stated,10549,5653,4896,4494,2129,2365,6055,3524,2531,1248,810,438,1083,583,500,1616,873,743,789,471,318,778,488,290,341,191,150,1,0,1,34,20,14,95,46,49,70,42,28
C2508SC,03,000,State - PUNJAB,Urban,All ages,2363193,1243546,1119647,914787,422170,492617,1448406,821376,627030,47210,25516,21694,213299,120725,92574,388664,216165,172499,261900,152373,109527,269963,157114,112849,153485,85346,68139,1466,769,697,17255,11453,5802,91076,49732,41344,4088,2183,1905
C2508SC,03,000,State - PUNJAB,Urban,0-6,287539,152807,134732,287539,152807,134732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,03,000,State - PUNJAB,Urban,7,45109,23848,21261,12089,6170,5919,33020,17678,15342,907,528,379,31784,16976,14808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,174,155
C2508SC,03,000,State - PUNJAB,Urban,8,44727,24084,20643,7811,4087,3724,36916,19997,16919,628,354,274,36095,19545,16550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,98,95
C2508SC,03,000,State - PUNJAB,Urban,9,42086,23145,18941,5558,2920,2638,36528,20225,16303,470,270,200,32884,18339,14545,3057,1545,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,71,46
C2508SC,03,000,State - PUNJAB,Urban,10,51299,28358,22941,7178,3877,3301,44121,24481,19640,602,338,264,32600,18414,14186,10798,5653,5145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,76,45
C2508SC,03,000,State - PUNJAB,Urban,11,44505,24472,20033,4851,2586,2265,39654,21886,17768,467,278,189,17972,10331,7641,21133,11228,9905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,49,33
C2508SC,03,000,State - PUNJAB,Urban,12,48304,26337,21967,5833,3135,2698,42471,23202,19269,470,264,206,10895,6374,4521,27914,14981,12933,3102,1531,1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,52,38
C2508SC,03,000,State - PUNJAB,Urban,13,46839,25172,21667,5251,2741,2510,41588,22431,19157,500,298,202,5696,3279,2417,26817,14688,12129,8499,4125,4374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,41,35
C2508SC,03,000,State - PUNJAB,Urban,14,48277,25739,22538,5684,2960,2724,42593,22779,19814,515,310,205,3264,1854,1410,20121,11227,8894,18604,9337,9267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,51,38
C2508SC,03,000,State - PUNJAB,Urban,15,52603,28760,23843,7621,4257,3364,44982,24503,20479,706,418,288,2479,1437,1042,15171,8714,6457,20048,10788,9260,6502,3095,3407,0,0,0,0,0,0,0,0,0,0,0,0,76,51,25
C2508SC,03,000,State - PUNJAB,Urban,16,52207,28273,23934,7306,4007,3299,44901,24266,20635,734,441,293,1882,1100,782,11842,6781,5061,16111,8882,7229,14266,7018,7248,0,0,0,0,0,0,0,0,0,0,0,0,66,44,22
C2508SC,03,000,State - PUNJAB,Urban,17,49433,27039,22394,6357,3576,2781,43076,23463,19613,814,466,348,1501,918,583,9780,5689,4091,11223,6334,4889,19689,10016,9673,0,0,0,0,0,0,0,0,0,0,0,0,69,40,29
C2508SC,03,000,State - PUNJAB,Urban,18,61228,34182,27046,10240,5842,4398,50988,28340,22648,1080,622,458,1870,1167,703,11820,7025,4795,10681,6297,4384,13973,7631,6342,10500,4885,5615,69,36,33,911,632,279,0,0,0,84,45,39
C2508SC,03,000,State - PUNJAB,Urban,19,49009,26569,22440,7145,3701,3444,41864,22868,18996,947,527,420,1271,810,461,8919,5253,3666,7570,4314,3256,9017,4942,4075,12865,6179,6686,71,39,32,1126,758,368,0,0,0,78,46,32
C2508SC,03,000,State - PUNJAB,Urban,20-24,259672,136548,123124,47438,22952,24486,212234,113596,98638,6096,3419,2677,5854,3634,2220,44087,25422,18665,38753,21920,16833,40874,21520,19354,49786,25192,24594,296,182,114,5025,3283,1742,21105,8812,12293,358,212,146
C2508SC,03,000,State - PUNJAB,Urban,25-29,221507,114988,106519,51779,22800,28979,169728,92188,77540,5896,3233,2663,4480,2704,1776,34521,19428,15093,32386,18752,13634,38100,20202,17898,29853,16332,13521,149,85,64,2357,1520,837,21636,9748,11888,350,184,166
C2508SC,03,000,State - PUNJAB,Urban,30-34,176027,90569,85458,54333,22379,31954,121694,68190,53504,4634,2480,2154,3705,2115,1590,26561,14246,12315,22478,13334,9144,29807,16747,13060,19924,11696,8228,82,38,44,1381,911,470,12828,6473,6355,294,150,144
C2508SC,03,000,State - PUNJAB,Urban,35-39,168116,84961,83155,62868,25483,37385,105248,59478,45770,4424,2238,2186,3969,2293,1676,26702,13526,13176,19454,11238,8216,27000,15817,11183,13666,8732,4934,120,52,68,1050,705,345,8582,4727,3855,281,150,131
C2508SC,03,000,State - PUNJAB,Urban,40-44,149397,75978,73419,63497,25629,37868,85900,50349,35551,4007,2102,1905,3595,2028,1567,24881,13096,11785,15345,9168,6177,21653,13267,8386,7190,4923,2267,127,55,72,1126,761,365,7705,4812,2893,271,137,134
C2508SC,03,000,State - PUNJAB,Urban,45-49,129823,67653,62170,59489,24079,35410,70334,43574,26760,3478,1858,1620,3084,1865,1219,21782,11827,9955,13180,8488,4692,17005,11303,5702,3883,2766,1117,151,63,88,1231,883,348,6271,4388,1883,269,133,136
C2508SC,03,000,State - PUNJAB,Urban,50-54,96352,52320,44032,47023,19802,27221,49329,32518,16811,2631,1401,1230,2487,1599,888,15104,8548,6556,9110,6272,2838,11487,8379,3108,2254,1727,527,173,73,100,1098,724,374,4816,3715,1101,169,80,89
C2508SC,03,000,State - PUNJAB,Urban,55-59,68126,35225,32901,34316,12035,22281,33810,23190,10620,1798,925,873,1656,998,658,10075,5645,4430,5959,4256,1703,7819,6144,1675,1482,1226,256,110,65,45,823,506,317,3954,3361,593,134,64,70
C2508SC,03,000,State - PUNJAB,Urban,60-64,64476,32089,32387,39431,14301,25130,25045,17788,7257,1839,906,933,1574,1015,559,7886,4725,3161,4288,3214,1074,5628,4772,856,842,727,115,63,42,21,542,315,227,2230,1998,232,153,74,79
C2508SC,03,000,State - PUNJAB,Urban,65-69,42264,21661,20603,27584,10376,17208,14680,11285,3395,1208,620,588,984,668,316,4400,3031,1369,2437,1994,443,3601,3235,366,524,446,78,28,21,7,357,273,84,1037,956,81,104,41,63
C2508SC,03,000,State - PUNJAB,Urban,70-74,29465,15596,13869,21430,9240,12190,8035,6356,1679,907,458,449,625,459,166,2397,1822,575,1250,1084,166,1839,1679,160,265,222,43,11,6,5,139,109,30,502,459,43,100,58,42
C2508SC,03,000,State - PUNJAB,Urban,75-79,12311,6128,6183,9131,3679,5452,3180,2449,731,419,200,219,341,272,69,977,729,248,471,400,71,639,574,65,77,64,13,9,6,3,50,45,5,144,133,11,53,26,27
C2508SC,03,000,State - PUNJAB,Urban,80+,19711,9525,10186,14846,6185,8661,4865,3340,1525,688,342,346,490,390,100,1563,1129,434,722,512,210,847,647,200,264,158,106,7,6,1,30,23,7,192,107,85,62,26,36
C2508SC,03,000,State - PUNJAB,Urban,Age not stated,2781,1520,1261,1159,564,595,1622,956,666,345,220,125,262,141,121,356,207,149,229,133,96,217,126,91,110,71,39,0,0,0,9,5,4,74,43,31,20,10,10
C2508SC,04,000,State - CHANDIGARH,Total,All ages,199086,106356,92730,67152,29218,37934,131934,77138,54796,2573,1193,1380,22164,12216,9948,32902,18592,14310,24737,15218,9519,21881,13670,8211,14129,8243,5886,133,61,72,1329,979,350,11583,6746,4837,503,220,283
C2508SC,04,000,State - CHANDIGARH,Total,0-6,26516,14052,12464,26516,14052,12464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,04,000,State - CHANDIGARH,Total,7,4131,2227,1904,886,465,421,3245,1762,1483,44,21,23,3167,1727,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,14,20
C2508SC,04,000,State - CHANDIGARH,Total,8,3849,2082,1767,443,225,218,3406,1857,1549,14,6,8,3379,1845,1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,7
C2508SC,04,000,State - CHANDIGARH,Total,9,3916,2033,1883,419,199,220,3497,1834,1663,15,4,11,3315,1748,1567,161,79,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3
C2508SC,04,000,State - CHANDIGARH,Total,10,4677,2508,2169,502,235,267,4175,2273,1902,24,14,10,3377,1858,1519,770,399,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2
C2508SC,04,000,State - CHANDIGARH,Total,11,4179,2240,1939,324,145,179,3855,2095,1760,22,14,8,2044,1134,910,1779,944,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7
C2508SC,04,000,State - CHANDIGARH,Total,12,4211,2282,1929,317,140,177,3894,2142,1752,20,11,9,1264,696,568,2469,1362,1107,138,72,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2
C2508SC,04,000,State - CHANDIGARH,Total,13,3977,2117,1860,319,148,171,3658,1969,1689,12,7,5,695,389,306,2450,1331,1119,499,240,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
C2508SC,04,000,State - CHANDIGARH,Total,14,4193,2236,1957,317,151,166,3876,2085,1791,18,8,10,431,217,214,1962,1093,869,1462,766,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2
C2508SC,04,000,State - CHANDIGARH,Total,15,4175,2207,1968,408,198,210,3767,2009,1758,25,16,9,294,153,141,1450,797,653,1610,840,770,382,201,181,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4
C2508SC,04,000,State - CHANDIGARH,Total,16,4434,2388,2046,464,214,250,3970,2174,1796,29,11,18,232,136,96,1088,623,465,1502,830,672,1106,567,539,0,0,0,0,0,0,0,0,0,0,0,0,13,7,6
C2508SC,04,000,State - CHANDIGARH,Total,17,4116,2287,1829,380,185,195,3736,2102,1634,34,23,11,168,96,72,819,467,352,1111,659,452,1594,851,743,0,0,0,0,0,0,0,0,0,0,0,0,10,6,4
C2508SC,04,000,State - CHANDIGARH,Total,18,5221,3058,2163,611,324,287,4610,2734,1876,52,30,22,221,141,80,953,604,349,1235,796,439,1202,707,495,861,399,462,8,2,6,61,46,15,0,0,0,17,9,8
C2508SC,04,000,State - CHANDIGARH,Total,19,4258,2346,1912,456,224,232,3802,2122,1680,33,15,18,134,83,51,747,437,310,763,464,299,831,492,339,1189,553,636,6,4,2,93,70,23,0,0,0,6,4,2
C2508SC,04,000,State - CHANDIGARH,Total,20-24,22819,12156,10663,2891,1080,1811,19928,11076,8852,299,152,147,650,389,261,3730,2155,1575,4018,2330,1688,3621,2094,1527,4638,2496,2142,29,17,12,442,330,112,2447,1090,1357,54,23,31
C2508SC,04,000,State - CHANDIGARH,Total,25-29,19906,10463,9443,3720,1280,2440,16186,9183,7003,336,165,171,503,275,228,3250,1783,1467,3491,2137,1354,3062,1750,1312,2545,1498,1047,12,7,5,181,136,45,2776,1421,1355,30,11,19
C2508SC,04,000,State - CHANDIGARH,Total,30-34,16064,8359,7705,4124,1352,2772,11940,7007,4933,291,131,160,440,230,210,2552,1364,1188,2556,1651,905,2336,1475,861,1850,1115,735,10,4,6,116,90,26,1744,929,815,45,18,27
C2508SC,04,000,State - CHANDIGARH,Total,35-39,14902,7803,7099,4929,1670,3259,9973,6133,3840,306,125,181,483,257,226,2444,1384,1060,2076,1368,708,2194,1434,760,1196,798,398,11,4,7,77,56,21,1129,681,448,57,26,31
C2508SC,04,000,State - CHANDIGARH,Total,40-44,12379,6446,5933,4683,1592,3091,7696,4854,2842,242,107,135,370,218,152,1923,1072,851,1517,1037,480,1838,1235,603,732,516,216,26,9,17,99,67,32,905,571,334,44,22,22
C2508SC,04,000,State - CHANDIGARH,Total,45-49,10422,5727,4695,4216,1596,2620,6206,4131,2075,220,101,119,323,195,128,1612,945,667,1129,805,324,1418,1012,406,484,365,119,12,5,7,94,72,22,868,612,256,46,19,27
C2508SC,04,000,State - CHANDIGARH,Total,50-54,7424,4078,3346,3124,1132,1992,4300,2946,1354,159,60,99,234,144,90,1148,682,466,698,503,195,986,736,250,309,239,70,12,4,8,67,45,22,665,523,142,22,10,12
C2508SC,04,000,State - CHANDIGARH,Total,55-59,4967,2869,2098,2094,738,1356,2873,2131,742,116,54,62,140,82,58,666,415,251,442,339,103,667,555,112,167,133,34,4,2,2,51,34,17,586,503,83,34,14,20
C2508SC,04,000,State - CHANDIGARH,Total,60-64,3752,1919,1833,2123,712,1411,1629,1207,422,103,49,54,144,94,50,463,302,161,237,186,51,307,259,48,73,60,13,1,1,0,25,15,10,260,235,25,16,6,10
C2508SC,04,000,State - CHANDIGARH,Total,65-69,1943,1078,865,1127,449,678,816,629,187,53,19,34,71,44,27,208,159,49,144,109,35,174,153,21,39,35,4,1,1,0,12,9,3,101,95,6,13,5,8
C2508SC,04,000,State - CHANDIGARH,Total,70-74,1281,704,577,826,339,487,455,365,90,43,21,22,39,34,5,126,89,37,49,41,8,95,89,6,28,28,0,0,0,0,9,8,1,58,51,7,8,4,4
C2508SC,04,000,State - CHANDIGARH,Total,75-79,514,256,258,348,125,223,166,131,35,25,11,14,15,8,7,46,38,8,23,20,3,29,28,1,4,4,0,1,1,0,0,0,0,21,20,1,2,1,1
C2508SC,04,000,State - CHANDIGARH,Total,80+,804,407,397,562,239,323,242,168,74,31,14,17,24,19,5,82,66,16,29,21,8,35,29,6,13,4,9,0,0,0,2,1,1,22,14,8,4,0,4
C2508SC,04,000,State - CHANDIGARH,Total,Age not stated,56,28,28,23,9,14,33,19,14,7,4,3,7,4,3,4,2,2,8,4,4,4,3,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0
C2508SC,04,000,State - CHANDIGARH,Rural,All ages,4974,2776,2198,2136,981,1155,2838,1795,1043,36,21,15,665,367,298,773,486,287,527,376,151,413,278,135,267,167,100,1,0,1,14,12,2,135,84,51,7,4,3
C2508SC,04,000,State - CHANDIGARH,Rural,0-6,831,434,397,831,434,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,04,000,State - CHANDIGARH,Rural,7,127,64,63,37,21,16,90,43,47,1,1,0,86,41,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2
C2508SC,04,000,State - CHANDIGARH,Rural,8,123,63,60,27,12,15,96,51,45,0,0,0,95,50,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
C2508SC,04,000,State - CHANDIGARH,Rural,9,112,55,57,15,6,9,97,49,48,1,0,1,92,49,43,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,04,000,State - CHANDIGARH,Rural,10,140,78,62,27,13,14,113,65,48,0,0,0,105,60,45,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
C2508SC,04,000,State - CHANDIGARH,Rural,11,126,68,58,15,8,7,111,60,51,1,0,1,74,40,34,35,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
C2508SC,04,000,State - CHANDIGARH,Rural,12,103,54,49,13,6,7,90,48,42,0,0,0,42,24,18,47,23,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,04,000,State - CHANDIGARH,Rural,13,105,60,45,19,9,10,86,51,35,0,0,0,21,11,10,59,37,22,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,04,000,State - CHANDIGARH,Rural,14,88,46,42,18,6,12,70,40,30,0,0,0,13,7,6,40,22,18,17,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,04,000,State - CHANDIGARH,Rural,15,107,60,47,21,10,11,86,50,36,1,0,1,14,7,7,34,23,11,34,18,16,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,04,000,State - CHANDIGARH,Rural,16,111,68,43,23,11,12,88,57,31,1,0,1,12,6,6,32,23,9,29,19,10,14,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,04,000,State - CHANDIGARH,Rural,17,80,50,30,15,7,8,65,43,22,1,1,0,6,4,2,20,14,6,18,12,6,20,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,04,000,State - CHANDIGARH,Rural,18,147,100,47,29,19,10,118,81,37,0,0,0,9,4,5,41,26,15,30,26,4,17,10,7,18,12,6,0,0,0,2,2,0,0,0,0,1,1,0
C2508SC,04,000,State - CHANDIGARH,Rural,19,104,57,47,18,3,15,86,54,32,2,1,1,3,3,0,23,13,10,29,24,5,15,5,10,14,8,6,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,04,000,State - CHANDIGARH,Rural,20-24,544,323,221,123,53,70,421,270,151,12,9,3,16,12,4,86,58,28,99,63,36,93,66,27,85,44,41,0,0,0,6,5,1,24,13,11,0,0,0
C2508SC,04,000,State - CHANDIGARH,Rural,25-29,543,296,247,159,54,105,384,242,142,4,3,1,19,11,8,96,57,39,83,59,24,74,45,29,57,36,21,0,0,0,2,1,1,49,30,19,0,0,0
C2508SC,04,000,State - CHANDIGARH,Rural,30-34,484,266,218,193,76,117,291,190,101,2,2,0,18,9,9,76,44,32,57,43,14,65,45,20,40,27,13,0,0,0,3,3,0,30,17,13,0,0,0
C2508SC,04,000,State - CHANDIGARH,Rural,35-39,359,220,139,153,69,84,206,151,55,2,0,2,15,10,5,54,42,12,50,40,10,46,31,15,25,17,8,0,0,0,1,1,0,13,10,3,0,0,0
C2508SC,04,000,State - CHANDIGARH,Rural,40-44,252,144,108,124,49,75,128,95,33,4,2,2,10,9,1,38,28,10,32,24,8,22,18,4,13,10,3,1,0,1,0,0,0,8,4,4,0,0,0
C2508SC,04,000,State - CHANDIGARH,Rural,45-49,177,105,72,90,42,48,87,63,24,0,0,0,6,5,1,36,23,13,18,13,5,17,13,4,9,8,1,0,0,0,0,0,0,1,1,0,0,0,0
C2508SC,04,000,State - CHANDIGARH,Rural,50-54,114,62,52,58,24,34,56,38,18,2,0,2,3,0,3,18,11,7,12,9,3,13,10,3,2,2,0,0,0,0,0,0,0,6,6,0,0,0,0
C2508SC,04,000,State - CHANDIGARH,Rural,55-59,64,31,33,32,7,25,32,24,8,0,0,0,4,3,1,11,7,4,5,5,0,8,6,2,3,2,1,0,0,0,0,0,0,1,1,0,0,0,0
C2508SC,04,000,State - CHANDIGARH,Rural,60-64,71,41,30,48,24,24,23,17,6,1,1,0,1,1,0,10,6,4,4,3,1,3,3,0,1,1,0,0,0,0,0,0,0,3,2,1,0,0,0
C2508SC,04,000,State - CHANDIGARH,Rural,65-69,30,18,12,21,9,12,9,9,0,0,0,0,1,1,0,3,3,0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,04,000,State - CHANDIGARH,Rural,70-74,17,6,11,15,4,11,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,04,000,State - CHANDIGARH,Rural,75-79,4,3,1,3,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,04,000,State - CHANDIGARH,Rural,80+,10,3,7,8,2,6,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,04,000,State - CHANDIGARH,Rural,Age not stated,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,04,000,State - CHANDIGARH,Urban,All ages,194112,103580,90532,65016,28237,36779,129096,75343,53753,2537,1172,1365,21499,11849,9650,32129,18106,14023,24210,14842,9368,21468,13392,8076,13862,8076,5786,132,61,71,1315,967,348,11448,6662,4786,496,216,280
C2508SC,04,000,State - CHANDIGARH,Urban,0-6,25685,13618,12067,25685,13618,12067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,04,000,State - CHANDIGARH,Urban,7,4004,2163,1841,849,444,405,3155,1719,1436,43,20,23,3081,1686,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,13,18
C2508SC,04,000,State - CHANDIGARH,Urban,8,3726,2019,1707,416,213,203,3310,1806,1504,14,6,8,3284,1795,1489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,7
C2508SC,04,000,State - CHANDIGARH,Urban,9,3804,1978,1826,404,193,211,3400,1785,1615,14,4,10,3223,1699,1524,157,79,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3
C2508SC,04,000,State - CHANDIGARH,Urban,10,4537,2430,2107,475,222,253,4062,2208,1854,24,14,10,3272,1798,1474,763,395,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2
C2508SC,04,000,State - CHANDIGARH,Urban,11,4053,2172,1881,309,137,172,3744,2035,1709,21,14,7,1970,1094,876,1744,924,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6
C2508SC,04,000,State - CHANDIGARH,Urban,12,4108,2228,1880,304,134,170,3804,2094,1710,20,11,9,1222,672,550,2422,1339,1083,137,71,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2
C2508SC,04,000,State - CHANDIGARH,Urban,13,3872,2057,1815,300,139,161,3572,1918,1654,12,7,5,674,378,296,2391,1294,1097,493,237,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
C2508SC,04,000,State - CHANDIGARH,Urban,14,4105,2190,1915,299,145,154,3806,2045,1761,18,8,10,418,210,208,1922,1071,851,1445,755,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2
C2508SC,04,000,State - CHANDIGARH,Urban,15,4068,2147,1921,387,188,199,3681,1959,1722,24,16,8,280,146,134,1416,774,642,1576,822,754,379,199,180,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4
C2508SC,04,000,State - CHANDIGARH,Urban,16,4323,2320,2003,441,203,238,3882,2117,1765,28,11,17,220,130,90,1056,600,456,1473,811,662,1092,558,534,0,0,0,0,0,0,0,0,0,0,0,0,13,7,6
C2508SC,04,000,State - CHANDIGARH,Urban,17,4036,2237,1799,365,178,187,3671,2059,1612,33,22,11,162,92,70,799,453,346,1093,647,446,1574,839,735,0,0,0,0,0,0,0,0,0,0,0,0,10,6,4
