Table Name,State Code,Distt. Code,Area Name,Total/ Rural/ Urban,Age-group,Total Persons,Total Males,Total Females,Illiterate - Persons,Illiterate - Males,Illiterate - Females,Literate - Persons,Literate - Males,Literate - Females,Educational level - Literate without educational level - Persons,Educational level - Literate without educational level - Males,Educational level - Literate without educational level - Females,Educational level - Below Primary - Persons,Educational level - Below Primary - Males,Educational level - Below Primary - Females,Educational level - Primary - Persons,Educational level - Primary - Males,Educational level - Primary - Females,Educational level - Middle - Persons,Educational level - Middle - Males,Educational level - Middle - Females,Educational level - Matric/Secondary - Persons,Educational level - Matric/Secondary - Males,Educational level - Matric/Secondary - Females,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Persons,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Males,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Females,Educational level - Non-technical diploma or certificate not equal to degree - Persons,Educational level - Non-technical diploma or certificate not equal to degree - Males,Educational level - Non-technical diploma or certificate not equal to degree - Females,Educational level - Technical diploma or certificate not equal to degree - Persons,Educational level - Technical diploma or certificate not equal to degree - Males,Educational level - Technical diploma or certificate not equal to degree - Females,Educational level - Graduate & above - Persons,Educational level - Graduate & above - Males,Educational level - Graduate & above - Females,Educational level - Unclassified - Persons,Educational level - Unclassified - Males,Educational level - Unclassified - Females
C2708ST,13,000,State - NAGALAND,Urban,60-64,5875,3226,2649,1196,364,832,4679,2862,1817,372,189,183,637,325,312,1127,630,497,1063,630,433,800,533,267,211,157,54,4,4,0,29,28,1,428,361,67,8,5,3
C2708ST,13,000,State - NAGALAND,Urban,65-69,3937,2069,1868,967,269,698,2970,1800,1170,225,105,120,440,204,236,699,390,309,625,386,239,537,365,172,166,112,54,1,1,0,24,22,2,248,213,35,5,2,3
C2708ST,13,000,State - NAGALAND,Urban,70-74,2399,1229,1170,766,205,561,1633,1024,609,132,79,53,332,146,186,342,200,142,317,203,114,259,185,74,85,65,20,1,0,1,17,13,4,146,132,14,2,1,1
C2708ST,13,000,State - NAGALAND,Urban,75-79,1536,803,733,550,161,389,986,642,344,102,57,45,216,121,95,189,107,82,176,121,55,131,96,35,53,34,19,1,1,0,10,10,0,106,94,12,2,1,1
C2708ST,13,000,State - NAGALAND,Urban,80+,2074,977,1097,975,299,676,1099,678,421,113,59,54,287,156,131,216,138,78,156,99,57,142,96,46,59,36,23,2,2,0,11,10,1,110,80,30,3,2,1
C2708ST,13,000,State - NAGALAND,Urban,Age not stated,140,81,59,21,8,13,119,73,46,41,27,14,12,3,9,9,5,4,25,21,4,8,5,3,11,4,7,0,0,0,0,0,0,4,2,2,9,6,3
C2708ST,14,000,State - MANIPUR,Total,All ages,1167422,588279,579143,432012,195478,236534,735410,392801,342609,42435,22212,20223,102446,50870,51576,154666,76920,77746,167646,92261,75385,119974,64973,55001,84883,45696,39187,90,65,25,1549,647,902,60186,38294,21892,1535,863,672
C2708ST,14,000,State - MANIPUR,Total,0-6,154248,80318,73930,154248,80318,73930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2708ST,14,000,State - MANIPUR,Total,7,25112,12854,12258,10492,5322,5170,14620,7532,7088,607,346,261,13952,7158,6794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,28,33
C2708ST,14,000,State - MANIPUR,Total,8,25562,13198,12364,8072,4056,4016,17490,9142,8348,445,258,187,16999,8858,8141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,26,20
C2708ST,14,000,State - MANIPUR,Total,9,23732,12310,11422,6306,3165,3141,17426,9145,8281,417,230,187,12739,6670,6069,4241,2234,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,11,18
C2708ST,14,000,State - MANIPUR,Total,10,29468,15407,14061,6819,3474,3345,22649,11933,10716,510,288,222,12507,6675,5832,9594,4950,4644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,20,18
C2708ST,14,000,State - MANIPUR,Total,11,26443,13790,12653,4993,2581,2412,21450,11209,10241,431,228,203,7208,3805,3403,13781,7160,6621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,16,14
C2708ST,14,000,State - MANIPUR,Total,12,28523,14850,13673,4559,2245,2314,23964,12605,11359,453,250,203,4625,2501,2124,14625,7639,6986,4229,2194,2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,21,11
C2708ST,14,000,State - MANIPUR,Total,13,26190,13427,12763,3489,1758,1731,22701,11669,11032,394,204,190,2593,1378,1215,11864,6124,5740,7820,3946,3874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,17,13
C2708ST,14,000,State - MANIPUR,Total,14,27762,14258,13504,3407,1637,1770,24355,12621,11734,412,223,189,1596,845,751,8913,4620,4293,13403,6917,6486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,16,15
C2708ST,14,000,State - MANIPUR,Total,15,29110,14920,14190,3461,1688,1773,25649,13232,12417,492,261,231,1205,598,607,6521,3460,3061,11505,5923,5582,5889,2970,2919,0,0,0,0,0,0,0,0,0,0,0,0,37,20,17
C2708ST,14,000,State - MANIPUR,Total,16,27556,13838,13718,3420,1608,1812,24136,12230,11906,474,242,232,879,427,452,4464,2226,2238,9137,4681,4456,9150,4641,4509,0,0,0,0,0,0,0,0,0,0,0,0,32,13,19
C2708ST,14,000,State - MANIPUR,Total,17,25142,12750,12392,3153,1447,1706,21989,11303,10686,526,269,257,676,343,333,3090,1583,1507,6796,3520,3276,10869,5572,5297,0,0,0,0,0,0,0,0,0,0,0,0,32,16,16
C2708ST,14,000,State - MANIPUR,Total,18,31481,16031,15450,4740,2251,2489,26741,13780,12961,729,393,336,774,340,434,3391,1720,1671,7307,3820,3487,8151,4222,3929,6302,3248,3054,3,2,1,30,8,22,0,0,0,54,27,27
C2708ST,14,000,State - MANIPUR,Total,19,24510,12301,12209,3766,1664,2102,20744,10637,10107,649,312,337,582,266,316,2436,1158,1278,4728,2470,2258,5558,2863,2695,6707,3541,3166,1,1,0,42,10,32,0,0,0,41,16,25
C2708ST,14,000,State - MANIPUR,Total,20-24,126099,62503,63596,22987,9903,13084,103112,52600,50512,4397,2075,2322,3305,1371,1934,12552,5628,6924,20326,10489,9837,20834,10548,10286,28989,15303,13686,20,13,7,449,172,277,12047,6902,5145,193,99,94
C2708ST,14,000,State - MANIPUR,Total,25-29,108007,52375,55632,23975,9485,14490,84032,42890,41142,6467,3243,3224,3278,1256,2022,11386,4994,6392,17226,9044,8182,14615,7444,7171,15622,7929,7693,20,12,8,371,125,246,14864,8742,6122,183,101,82
C2708ST,14,000,State - MANIPUR,Total,30-34,84682,41528,43154,21706,8519,13187,62976,33009,29967,5080,2573,2507,2886,1157,1729,9756,4375,5381,14069,7569,6500,10813,5677,5136,9276,4935,4341,17,15,2,212,75,137,10730,6553,4177,137,80,57
C2708ST,14,000,State - MANIPUR,Total,35-39,72380,34899,37481,21900,8202,13698,50480,26697,23783,4209,2110,2099,2833,1007,1826,8676,3851,4825,12518,6969,5549,8979,4862,4117,5856,3190,2666,6,4,2,115,53,62,7176,4587,2589,112,64,48
C2708ST,14,000,State - MANIPUR,Total,40-44,64271,31201,33070,22654,8458,14196,41617,22743,18874,3841,1999,1842,2600,1010,1590,7534,3422,4112,10701,6135,4566,7385,4144,3241,4303,2432,1871,5,4,1,100,63,37,5058,3477,1581,90,57,33
C2708ST,14,000,State - MANIPUR,Total,45-49,56920,28036,28884,22221,8050,14171,34699,19986,14713,3212,1719,1493,2626,1007,1619,6565,3094,3471,8907,5503,3404,6132,3805,2327,3124,1871,1253,2,1,1,81,52,29,3974,2881,1093,76,53,23
C2708ST,14,000,State - MANIPUR,Total,50-54,46461,23968,22493,20147,7921,12226,26314,16047,10267,2593,1460,1133,2317,1015,1302,5199,2677,2522,6947,4425,2522,4481,3010,1471,2014,1325,689,2,1,1,59,38,21,2613,2041,572,89,55,34
C2708ST,14,000,State - MANIPUR,Total,55-59,31920,16486,15434,14989,5651,9338,16931,10835,6096,1739,993,746,1763,790,973,3493,1907,1586,4572,3179,1393,2665,1876,789,1072,772,300,8,7,1,42,22,20,1529,1259,270,48,30,18
C2708ST,14,000,State - MANIPUR,Total,60-64,25818,13492,12326,13651,5474,8177,12167,8018,4149,1351,779,572,1497,700,797,2673,1577,1096,3169,2263,906,1897,1414,483,625,478,147,2,2,0,15,9,6,908,776,132,30,20,10
C2708ST,14,000,State - MANIPUR,Total,65-69,15911,8040,7871,8964,3416,5548,6947,4624,2323,883,474,409,970,498,472,1507,911,596,1749,1291,458,999,760,239,313,233,80,0,0,0,10,6,4,489,430,59,27,21,6
C2708ST,14,000,State - MANIPUR,Total,70-74,11692,5941,5751,7196,2776,4420,4496,3165,1331,648,365,283,770,431,339,951,636,315,1031,825,206,578,479,99,198,155,43,1,1,0,10,4,6,294,260,34,15,9,6
C2708ST,14,000,State - MANIPUR,Total,75-79,6731,3470,3261,4279,1694,2585,2452,1776,676,399,236,163,448,273,175,533,374,159,538,446,92,288,242,46,87,64,23,0,0,0,6,6,0,146,128,18,7,7,0
C2708ST,14,000,State - MANIPUR,Total,80+,8579,4428,4151,5499,2318,3181,3080,2110,970,519,300,219,573,376,197,649,463,186,580,430,150,397,289,108,166,105,61,1,1,0,5,4,1,176,131,45,14,11,3
C2708ST,14,000,State - MANIPUR,Total,Age not stated,3112,1660,1452,919,397,522,2193,1263,930,558,382,176,245,115,130,272,137,135,388,222,166,294,155,139,229,115,114,2,1,1,2,0,2,182,127,55,21,9,12
C2708ST,14,000,State - MANIPUR,Rural,All ages,1055808,533856,521952,406317,184575,221742,649491,349281,300210,38713,20462,18251,93320,46494,46826,141920,71037,70883,149724,83233,66491,104464,57248,47216,72401,39468,32933,75,56,19,1105,497,608,46369,29989,16380,1400,797,603
C2708ST,14,000,State - MANIPUR,Rural,0-6,140640,73387,67253,140640,73387,67253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2708ST,14,000,State - MANIPUR,Rural,7,22851,11741,11110,9758,4953,4805,13093,6788,6305,572,329,243,12465,6434,6031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,25,31
C2708ST,14,000,State - MANIPUR,Rural,8,23256,12074,11182,7606,3830,3776,15650,8244,7406,423,246,177,15186,7974,7212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,24,17
C2708ST,14,000,State - MANIPUR,Rural,9,21532,11195,10337,5926,2969,2957,15606,8226,7380,395,216,179,11346,5960,5386,3836,2039,1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,11,18
C2708ST,14,000,State - MANIPUR,Rural,10,26821,14033,12788,6473,3296,3177,20348,10737,9611,477,271,206,11311,6022,5289,8526,4426,4100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,18,16
C2708ST,14,000,State - MANIPUR,Rural,11,23864,12435,11429,4747,2460,2287,19117,9975,9142,414,221,193,6540,3445,3095,12135,6294,5841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,15,13
C2708ST,14,000,State - MANIPUR,Rural,12,25857,13506,12351,4380,2170,2210,21477,11336,10141,434,238,196,4312,2339,1973,12980,6794,6186,3723,1946,1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19,9
C2708ST,14,000,State - MANIPUR,Rural,13,23515,12139,11376,3349,1692,1657,20166,10447,9719,365,190,175,2440,1290,1150,10574,5505,5069,6760,3446,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16,11
C2708ST,14,000,State - MANIPUR,Rural,14,25027,12869,12158,3322,1593,1729,21705,11276,10429,382,206,176,1507,793,714,8129,4222,3907,11660,6042,5618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,14
C2708ST,14,000,State - MANIPUR,Rural,15,26243,13508,12735,3364,1648,1716,22879,11860,11019,460,242,218,1135,562,573,6068,3223,2845,10067,5211,4856,5116,2604,2512,0,0,0,0,0,0,0,0,0,0,0,0,33,18,15
C2708ST,14,000,State - MANIPUR,Rural,16,24906,12576,12330,3328,1569,1759,21578,11007,10571,442,223,219,835,405,430,4212,2103,2109,8186,4211,3975,7875,4053,3822,0,0,0,0,0,0,0,0,0,0,0,0,28,12,16
C2708ST,14,000,State - MANIPUR,Rural,17,22635,11522,11113,3078,1420,1658,19557,10102,9455,482,240,242,631,316,315,2912,1487,1425,6109,3165,2944,9393,4879,4514,0,0,0,0,0,0,0,0,0,0,0,0,30,15,15
C2708ST,14,000,State - MANIPUR,Rural,18,28771,14749,14022,4633,2212,2421,24138,12537,11601,683,377,306,729,318,411,3234,1645,1589,6733,3526,3207,7277,3812,3465,5408,2827,2581,1,0,1,24,8,16,0,0,0,49,24,25
C2708ST,14,000,State - MANIPUR,Rural,19,22375,11274,11101,3692,1631,2061,18683,9643,9040,611,297,314,547,249,298,2319,1109,1210,4408,2300,2108,5007,2600,2407,5721,3063,2658,1,1,0,33,9,24,0,0,0,36,15,21
C2708ST,14,000,State - MANIPUR,Rural,20-24,114608,56867,57741,22478,9724,12754,92130,47143,44987,4100,1944,2156,3136,1305,1831,11925,5364,6561,18775,9741,9034,18836,9569,9267,25128,13319,11809,18,12,6,342,147,195,9700,5656,4044,170,86,84
C2708ST,14,000,State - MANIPUR,Rural,25-29,97548,47434,50114,23246,9247,13999,74302,38187,36115,5914,2973,2941,3125,1211,1914,10777,4758,6019,15745,8333,7412,13028,6687,6341,13426,6888,6538,17,12,5,273,104,169,11831,7126,4705,166,95,71
C2708ST,14,000,State - MANIPUR,Rural,30-34,76281,37637,38644,20931,8288,12643,55350,29349,26001,4665,2392,2273,2724,1093,1631,9156,4161,4995,12710,6984,5726,9541,5078,4463,7888,4273,3615,15,14,1,151,60,91,8375,5221,3154,125,73,52
C2708ST,14,000,State - MANIPUR,Rural,35-39,65094,31574,33520,21022,7949,13073,44072,23625,20447,3813,1950,1863,2649,951,1698,8142,3666,4476,11176,6352,4824,7753,4310,3443,4959,2761,2198,6,4,2,80,38,42,5385,3531,1854,109,62,47
C2708ST,14,000,State - MANIPUR,Rural,40-44,57965,28308,29657,21773,8224,13549,36192,20084,16108,3449,1820,1629,2414,958,1456,7043,3254,3789,9491,5532,3959,6228,3595,2633,3562,2099,1463,4,3,1,65,44,21,3850,2724,1126,86,55,31
C2708ST,14,000,State - MANIPUR,Rural,45-49,51100,25232,25868,21246,7786,13460,29854,17446,12408,2850,1551,1299,2435,957,1478,6092,2915,3177,7898,4989,2909,5078,3259,1819,2538,1577,961,1,0,1,45,30,15,2846,2118,728,71,50,21
C2708ST,14,000,State - MANIPUR,Rural,50-54,41540,21488,20052,19183,7670,11513,22357,13818,8539,2314,1321,993,2130,945,1185,4767,2517,2250,5985,3906,2079,3618,2512,1106,1625,1095,530,2,1,1,39,25,14,1795,1443,352,82,53,29
C2708ST,14,000,State - MANIPUR,Rural,55-59,28740,14832,13908,14299,5472,8827,14441,9360,5081,1559,908,651,1643,756,887,3196,1789,1407,3935,2805,1130,2133,1554,579,844,621,223,6,6,0,26,14,12,1056,878,178,43,29,14
C2708ST,14,000,State - MANIPUR,Rural,60-64,23348,12240,11108,12924,5285,7639,10424,6955,3469,1219,712,507,1379,661,718,2409,1465,944,2704,1972,732,1530,1176,354,502,394,108,2,2,0,12,8,4,641,548,93,26,17,9
C2708ST,14,000,State - MANIPUR,Rural,65-69,14435,7308,7127,8464,3295,5169,5971,4013,1958,791,433,358,881,469,412,1359,836,523,1508,1127,381,804,627,177,250,191,59,0,0,0,7,5,2,345,304,41,26,21,5
C2708ST,14,000,State - MANIPUR,Rural,70-74,10554,5394,5160,6699,2653,4046,3855,2741,1114,593,339,254,699,397,302,850,592,258,875,712,163,463,383,80,158,126,32,1,1,0,2,1,1,200,181,19,14,9,5
C2708ST,14,000,State - MANIPUR,Rural,75-79,5989,3104,2885,3924,1613,2311,2065,1491,574,351,206,145,399,247,152,468,336,132,446,371,75,229,191,38,67,49,18,0,0,0,2,2,0,98,84,14,5,5,0
C2708ST,14,000,State - MANIPUR,Rural,80+,7582,3969,3613,4980,2166,2814,2602,1803,799,445,268,177,510,341,169,570,410,160,487,361,126,326,240,86,137,88,49,0,0,0,2,2,0,113,83,30,12,10,2
C2708ST,14,000,State - MANIPUR,Rural,Age not stated,2731,1461,1270,852,373,479,1879,1088,791,510,349,161,212,96,116,241,127,114,343,201,142,229,119,110,188,97,91,1,0,1,2,0,2,134,92,42,19,7,12
C2708ST,14,000,State - MANIPUR,Urban,All ages,111614,54423,57191,25695,10903,14792,85919,43520,42399,3722,1750,1972,9126,4376,4750,12746,5883,6863,17922,9028,8894,15510,7725,7785,12482,6228,6254,15,9,6,444,150,294,13817,8305,5512,135,66,69
C2708ST,14,000,State - MANIPUR,Urban,0-6,13608,6931,6677,13608,6931,6677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2708ST,14,000,State - MANIPUR,Urban,7,2261,1113,1148,734,369,365,1527,744,783,35,17,18,1487,724,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2
C2708ST,14,000,State - MANIPUR,Urban,8,2306,1124,1182,466,226,240,1840,898,942,22,12,10,1813,884,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3
C2708ST,14,000,State - MANIPUR,Urban,9,2200,1115,1085,380,196,184,1820,919,901,22,14,8,1393,710,683,405,195,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2708ST,14,000,State - MANIPUR,Urban,10,2647,1374,1273,346,178,168,2301,1196,1105,33,17,16,1196,653,543,1068,524,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2
C2708ST,14,000,State - MANIPUR,Urban,11,2579,1355,1224,246,121,125,2333,1234,1099,17,7,10,668,360,308,1646,866,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
C2708ST,14,000,State - MANIPUR,Urban,12,2666,1344,1322,179,75,104,2487,1269,1218,19,12,7,313,162,151,1645,845,800,506,248,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2
C2708ST,14,000,State - MANIPUR,Urban,13,2675,1288,1387,140,66,74,2535,1222,1313,29,14,15,153,88,65,1290,619,671,1060,500,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2
C2708ST,14,000,State - MANIPUR,Urban,14,2735,1389,1346,85,44,41,2650,1345,1305,30,17,13,89,52,37,784,398,386,1743,875,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1
C2708ST,14,000,State - MANIPUR,Urban,15,2867,1412,1455,97,40,57,2770,1372,1398,32,19,13,70,36,34,453,237,216,1438,712,726,773,366,407,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2
C2708ST,14,000,State - MANIPUR,Urban,16,2650,1262,1388,92,39,53,2558,1223,1335,32,19,13,44,22,22,252,123,129,951,470,481,1275,588,687,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3
C2708ST,14,000,State - MANIPUR,Urban,17,2507,1228,1279,75,27,48,2432,1201,1231,44,29,15,45,27,18,178,96,82,687,355,332,1476,693,783,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
C2708ST,14,000,State - MANIPUR,Urban,18,2710,1282,1428,107,39,68,2603,1243,1360,46,16,30,45,22,23,157,75,82,574,294,280,874,410,464,894,421,473,2,2,0,6,0,6,0,0,0,5,3,2
C2708ST,14,000,State - MANIPUR,Urban,19,2135,1027,1108,74,33,41,2061,994,1067,38,15,23,35,17,18,117,49,68,320,170,150,551,263,288,986,478,508,0,0,0,9,1,8,0,0,0,5,1,4
C2708ST,14,000,State - MANIPUR,Urban,20-24,11491,5636,5855,509,179,330,10982,5457,5525,297,131,166,169,66,103,627,264,363,1551,748,803,1998,979,1019,3861,1984,1877,2,1,1,107,25,82,2347,1246,1101,23,13,10
C2708ST,14,000,State - MANIPUR,Urban,25-29,10459,4941,5518,729,238,491,9730,4703,5027,553,270,283,153,45,108,609,236,373,1481,711,770,1587,757,830,2196,1041,1155,3,0,3,98,21,77,3033,1616,1417,17,6,11
C2708ST,14,000,State - MANIPUR,Urban,30-34,8401,3891,4510,775,231,544,7626,3660,3966,415,181,234,162,64,98,600,214,386,1359,585,774,1272,599,673,1388,662,726,2,1,1,61,15,46,2355,1332,1023,12,7,5
C2708ST,14,000,State - MANIPUR,Urban,35-39,7286,3325,3961,878,253,625,6408,3072,3336,396,160,236,184,56,128,534,185,349,1342,617,725,1226,552,674,897,429,468,0,0,0,35,15,20,1791,1056,735,3,2,1
C2708ST,14,000,State - MANIPUR,Urban,40-44,6306,2893,3413,881,234,647,5425,2659,2766,392,179,213,186,52,134,491,168,323,1210,603,607,1157,549,608,741,333,408,1,1,0,35,19,16,1208,753,455,4,2,2
C2708ST,14,000,State - MANIPUR,Urban,45-49,5820,2804,3016,975,264,711,4845,2540,2305,362,168,194,191,50,141,473,179,294,1009,514,495,1054,546,508,586,294,292,1,1,0,36,22,14,1128,763,365,5,3,2
C2708ST,14,000,State - MANIPUR,Urban,50-54,4921,2480,2441,964,251,713,3957,2229,1728,279,139,140,187,70,117,432,160,272,962,519,443,863,498,365,389,230,159,0,0,0,20,13,7,818,598,220,7,2,5
C2708ST,14,000,State - MANIPUR,Urban,55-59,3180,1654,1526,690,179,511,2490,1475,1015,180,85,95,120,34,86,297,118,179,637,374,263,532,322,210,228,151,77,2,1,1,16,8,8,473,381,92,5,1,4
C2708ST,14,000,State - MANIPUR,Urban,60-64,2470,1252,1218,727,189,538,1743,1063,680,132,67,65,118,39,79,264,112,152,465,291,174,367,238,129,123,84,39,0,0,0,3,1,2,267,228,39,4,3,1
C2708ST,14,000,State - MANIPUR,Urban,65-69,1476,732,744,500,121,379,976,611,365,92,41,51,89,29,60,148,75,73,241,164,77,195,133,62,63,42,21,0,0,0,3,1,2,144,126,18,1,0,1
C2708ST,14,000,State - MANIPUR,Urban,70-74,1138,547,591,497,123,374,641,424,217,55,26,29,71,34,37,101,44,57,156,113,43,115,96,19,40,29,11,0,0,0,8,3,5,94,79,15,1,0,1
C2708ST,14,000,State - MANIPUR,Urban,75-79,742,366,376,355,81,274,387,285,102,48,30,18,49,26,23,65,38,27,92,75,17,59,51,8,20,15,5,0,0,0,4,4,0,48,44,4,2,2,0
C2708ST,14,000,State - MANIPUR,Urban,80+,997,459,538,519,152,367,478,307,171,74,32,42,63,35,28,79,53,26,93,69,24,71,49,22,29,17,12,1,1,0,3,2,1,63,48,15,2,1,1
C2708ST,14,000,State - MANIPUR,Urban,Age not stated,381,199,182,67,24,43,314,175,139,48,33,15,33,19,14,31,10,21,45,21,24,65,36,29,41,18,23,1,1,0,0,0,0,48,35,13,2,2,0
C2708ST,15,000,State - MIZORAM,Total,All ages,1036115,516294,519821,234856,109342,125514,801259,406952,394307,12486,5680,6806,205836,99258,106578,198261,102501,95760,192163,98691,93472,80236,40133,40103,63916,32392,31524,175,91,84,1631,913,718,45681,26849,18832,874,444,430
C2708ST,15,000,State - MIZORAM,Total,0-6,160564,81463,79101,160564,81463,79101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2708ST,15,000,State - MIZORAM,Total,7,22977,11559,11418,4766,2338,2428,18211,9221,8990,183,99,84,17965,9087,8878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,35,28
C2708ST,15,000,State - MIZORAM,Total,8,22361,11412,10949,2456,1172,1284,19905,10240,9665,96,54,42,19771,10164,9607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,22,16
C2708ST,15,000,State - MIZORAM,Total,9,21974,11262,10712,1694,806,888,20280,10456,9824,96,50,46,17763,9298,8465,2399,1098,1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,12
C2708ST,15,000,State - MIZORAM,Total,10,24220,12223,11997,1929,891,1038,22291,11332,10959,139,63,76,14234,7560,6674,7893,3698,4195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,14
C2708ST,15,000,State - MIZORAM,Total,11,22379,11421,10958,1307,586,721,21072,10835,10237,68,44,24,7223,4022,3201,13769,6762,7007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,5
C2708ST,15,000,State - MIZORAM,Total,12,22020,11203,10817,1072,434,638,20948,10769,10179,80,35,45,4094,2247,1847,14505,7450,7055,2249,1030,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,13
C2708ST,15,000,State - MIZORAM,Total,13,21815,11129,10686,968,391,577,20847,10738,10109,77,35,42,2567,1427,1140,11764,6297,5467,6422,2971,3451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,9
C2708ST,15,000,State - MIZORAM,Total,14,21629,10917,10712,926,351,575,20703,10566,10137,97,50,47,1692,917,775,7685,4309,3376,11213,5281,5932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,7
C2708ST,15,000,State - MIZORAM,Total,15,21440,10925,10515,1015,381,634,20425,10544,9881,115,48,67,1351,714,637,4890,2814,2076,11525,5830,5695,2530,1130,1400,0,0,0,0,0,0,0,0,0,0,0,0,14,8,6
C2708ST,15,000,State - MIZORAM,Total,16,21422,10872,10550,973,400,573,20449,10472,9977,127,57,70,1242,638,604,3849,2148,1701,10132,5256,4876,5088,2368,2720,0,0,0,0,0,0,0,0,0,0,0,0,11,5,6
C2708ST,15,000,State - MIZORAM,Total,17,20613,10420,10193,985,385,600,19628,10035,9593,155,75,80,1293,640,653,3476,1949,1527,6973,3768,3205,7712,3592,4120,0,0,0,0,0,0,0,0,0,0,0,0,19,11,8
C2708ST,15,000,State - MIZORAM,Total,18,21594,10780,10814,1319,492,827,20275,10288,9987,189,97,92,1494,747,747,3544,1866,1678,5788,3107,2681,5791,2844,2947,3427,1604,1823,4,1,3,18,9,9,0,0,0,20,13,7
C2708ST,15,000,State - MIZORAM,Total,19,20213,9984,10229,1400,471,929,18813,9513,9300,217,109,108,1395,706,689,3449,1833,1616,4931,2578,2353,4130,2098,2032,4619,2166,2453,16,4,12,39,12,27,0,0,0,17,7,10
C2708ST,15,000,State - MIZORAM,Total,20-24,104992,51237,53755,7780,2688,5092,97212,48549,48663,1317,621,696,8539,4210,4329,19708,10262,9446,27398,13792,13606,13479,6638,6841,20097,9859,10238,60,29,31,282,108,174,6237,2983,3254,95,47,48
C2708ST,15,000,State - MIZORAM,Total,25-29,95117,46412,48705,6953,2457,4496,88164,43955,44209,1559,727,832,9475,4739,4736,19998,10341,9657,24945,12499,12446,10559,5083,5476,11376,5448,5928,30,16,14,272,113,159,9853,4935,4918,97,54,43
C2708ST,15,000,State - MIZORAM,Total,30-34,82031,39937,42094,5567,2040,3527,76464,37897,38567,1362,628,734,9119,4377,4742,18235,9093,9142,22570,10898,11672,8708,4272,4436,6850,3416,3434,11,6,5,182,94,88,9369,5084,4285,58,29,29
C2708ST,15,000,State - MIZORAM,Total,35-39,66947,32963,33984,5065,1867,3198,61882,31096,30786,1146,524,622,8914,4168,4746,15083,7376,7707,17496,8869,8627,6339,3080,3259,5428,2617,2811,8,4,4,226,132,94,7195,4297,2898,47,29,18
